1,1,985,151,145,465,1.0,-1,-1,-1
1,2,417,0,81,172,1.0,-1,-1,-1
2,1,985,151,145,465,1.0,-1,-1,-1
2,2,417,0,81,172,1.0,-1,-1,-1
3,1,986,151,145,464,1.0,-1,-1,-1
3,2,417,1,80,170,1.0,-1,-1,-1
4,1,985,150,146,464,1.0,-1,-1,-1
4,2,416,0,79,169,1.0,-1,-1,-1
5,1,985,150,146,464,1.0,-1,-1,-1
5,2,415,0,79,168,1.0,-1,-1,-1
6,1,984,150,147,465,1.0,-1,-1,-1
6,2,414,0,80,169,1.0,-1,-1,-1
7,1,984,150,147,464,1.0,-1,-1,-1
7,2,411,0,81,172,1.0,-1,-1,-1
8,1,984,150,147,463,1.0,-1,-1,-1
8,2,410,0,81,173,1.0,-1,-1,-1
9,1,984,151,148,462,1.0,-1,-1,-1
9,2,408,0,82,175,1.0,-1,-1,-1
10,1,984,152,148,462,1.0,-1,-1,-1
11,1,984,152,149,461,1.0,-1,-1,-1
12,1,985,152,149,461,1.0,-1,-1,-1
12,2,405,0,80,171,1.0,-1,-1,-1
13,1,986,151,150,462,1.0,-1,-1,-1
13,2,404,0,80,171,1.0,-1,-1,-1
13,3,465,0,84,200,1.0,-1,-1,-1
14,1,986,151,150,462,1.0,-1,-1,-1
14,2,404,0,80,171,1.0,-1,-1,-1
14,3,464,0,84,199,1.0,-1,-1,-1
15,1,986,151,151,462,1.0,-1,-1,-1
15,2,402,0,81,174,1.0,-1,-1,-1
15,3,463,0,84,199,1.0,-1,-1,-1
16,1,986,150,152,463,1.0,-1,-1,-1
16,2,397,0,83,177,1.0,-1,-1,-1
16,3,465,0,85,202,1.0,-1,-1,-1
17,1,986,150,153,464,1.0,-1,-1,-1
17,2,395,0,83,178,1.0,-1,-1,-1
17,3,465,0,86,202,1.0,-1,-1,-1
18,1,985,150,154,464,1.0,-1,-1,-1
18,2,393,0,84,178,1.0,-1,-1,-1
18,3,464,0,87,203,1.0,-1,-1,-1
